id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,last_review,calculated_host_listings_count,availability_365
8711138,Mellieha  Holiday Apartment,45724400,Lino,,Mellieha,35.96037,14.36211,Entire home/apt,80,5,10,0,2020-01-27,2,365
3311098,Great Seaview Art by me Boho Colorful 2 Room Apt,16719495,Ray,,Mellieha,35.96179,14.36608,Entire home/apt,38,2,77,10,2020-09-26,2,90
6967623,"Bright, Spacious, Clean, Comfortable Apartment",16394867,Sim,,Mellieha,35.96025,14.36215,Entire home/apt,60,2,74,8,2021-01-20,1,364
34101518,"4 bdrm villa unit with unique views Pool, AC, BBQ",251492241,Margaret,,Mellieha,35.95923,14.36403,Entire home/apt,162,7,1,1,2020-08-13,9,267
44100989,3BedAppIn Mellieha-EasyWAYtoGozo&Cumino App1of3,62962254,Andrea,,Mellieha,35.95593,14.36368,Entire home/apt,60,3,2,2,2020-08-26,20,364
43795721,Summer Breeze Comfort Apartment,199655806,GetawaysMalta Neville,,Mellieha,35.95343,14.36647,Entire home/apt,63,5,1,1,2020-11-18,36,364
8710876,Seashells Apartment No 3,45724400,Lino,,Mellieha,35.96055,14.36339,Entire home/apt,60,4,4,0,2020-01-30,2,173
39314160,Luxury villa with pool & open sea view Apartment 1,301846364,Dominic,,Mellieha,35.9597,14.3658,Entire home/apt,135,7,6,6,2020-09-09,3,357
6447730,Alden Flat 3,11225717,Joe,,Mellieha,35.95976,14.35883,Entire home/apt,35,3,40,1,2020-08-19,5,365
32166936,D View 4 You / 4 Bedroom Villa Apartment,240566148,D View 4 You,,Mellieha,35.96115,14.36673,Entire home/apt,296,3,8,1,2020-02-17,3,59
7928102,"Mellieha Apartments close to beach, Gozo & Comino.",41805966,John,,Mellieha,35.95915,14.36329,Entire home/apt,55,3,50,2,2020-08-17,1,178
28104624,"Stylish, 3 bedroom close to Mellieha Beach",182950651,Gyorgy,,Mellieha,35.95626,14.3616,Entire home/apt,73,3,18,2,2020-10-24,7,86
33763485,Reduced prices for summer 2020.  Fantastic views.,99510099,Sandra,,Mellieha,35.96,14.36489,Entire home/apt,70,4,7,3,2020-08-10,5,362
32914679,Sunny Modern Penthouse,247626573,Mario,,Mellieha,35.95458,14.36656,Entire home/apt,70,3,28,5,2021-01-21,2,348
27433701,"Amazing, Spacious Home Close to Mellieha Bay",182950651,Gyorgy,,Mellieha,35.9568,14.36369,Entire home/apt,29,3,37,4,2021-01-25,7,83
5557969,Charming Apartment fully air conditioned & heating,125942991,Rita,,Mellieha,35.95401,14.36532,Entire home/apt,25,1,215,19,2021-01-02,4,365
37929257,MEL192 - House of Character - Private entrance.,118489013,Ed,,Mellieha,35.95945,14.35922,Entire home/apt,47,2,15,12,2021-01-24,12,203
25424210,Malta Apartment with Sunny Terrace & Views,191690213,Denise,,Mellieha,35.95575,14.3629,Entire home/apt,85,4,10,0,2019-10-26,1,209
39070792,Mellieha centre modern and spacious 2 bedapartment,274152221,Catherine,,Mellieha,35.95696,14.36371,Entire home/apt,60,3,0,0,,1,365
6351397,Villa 3bedroom Apt with shared pool,31652475,Alison,,Mellieha,35.95991,14.36972,Entire home/apt,75,5,8,1,2020-09-02,6,266
18643771,Breathtaking 3-bed Flat with Sea Views & Pool!,656582,Simon,,Mellieha,35.9617,14.36332,Entire home/apt,100,4,26,0,2019-11-02,3,307
40076008,Luxury villa with pool & open sea view Apartment 2,301846364,Dominic,,Mellieha,35.96012,14.36695,Entire home/apt,135,7,2,2,2020-08-14,3,285
43795203,Summer Breeze Comfort Apartment,199655806,GetawaysMalta Neville,,Mellieha,35.95257,14.36681,Entire home/apt,63,5,2,2,2020-09-12,36,364
47742077,3BedAppIn Mellieha-EasyWAYtoGozo&Cumino App1of3,330153367,Barbara,,Mellieha,35.95984,14.36104,Entire home/apt,36,4,0,0,,4,364
47744176,3BedAppIn Mellieha-EasyWAYtoGozo&Cumino App2of3,330153367,Barbara,,Mellieha,35.95939,14.36179,Entire home/apt,30,4,0,0,,4,364
22999408,MELLIEHA VIEWS APARTMENT WITH SWIMMING POOL.,30491737,Donna,,Mellieha,35.95766,14.36949,Entire home/apt,110,3,19,1,2020-08-12,2,274
39091134,Ultra comfort Mellieha luxury apartment,160710093,Frankie,,Mellieha,35.95416,14.3677,Entire home/apt,180,3,0,0,,4,364
2494789,Villa with private patio overlooking pool & garden,12768985,Charlie,,Mellieha,35.96132,14.36788,Entire home/apt,102,7,13,1,2020-08-03,2,288
33135824,Luxury Penthouse with Seaview,249454819,Josianne,,Mellieha,35.95391,14.36908,Entire home/apt,100,5,0,0,,2,41
20045538,Amazing Family 5 bedroom 5 bathroom with Views,1774894,Short Lets Malta,,Mellieha,35.9604,14.36826,Entire home/apt,471,7,6,0,2019-11-30,126,361
33222094,Marble Luxury Villa with Private Pool and Jacuzzi,122080245,Graziella,,Mellieha,35.95573,14.37045,Entire home/apt,300,5,2,2,2020-08-21,1,247
31550463,Mellieha - 1 BDR with Private stunning Pool,236474857,Shirley,,Mellieha,35.95601,14.36962,Entire home/apt,60,3,24,1,2020-09-14,1,58
18663759,2-bed Flat with Beathtaking Sea Views & Pool!,656582,Simon,,Mellieha,35.96164,14.36335,Entire home/apt,100,4,5,0,2019-09-24,3,343
42724848,Summer Breeze Penthouse with Hot Tub,1419619,GetawaysMalta,,Mellieha,35.95368,14.36741,Entire home/apt,200,3,0,0,,61,329
36698674,Mellieha Luxury Penthouse with sea & country views,192412875,Daniel,,Mellieha,35.95877,14.36122,Entire home/apt,125,4,9,2,2021-01-03,7,365
2200529,Luxurious 3 bedroom apartment,11225717,Joe,,Mellieha,35.9596,14.36311,Entire home/apt,55,4,28,0,2019-08-05,5,365
18664417,Beathtaking Sea Views & Pool! 2-bed Flat,656582,Simon,,Mellieha,35.96164,14.36345,Entire home/apt,100,4,27,2,2020-08-21,3,358
2331054,"Bright,Air y & Peacful Apartment",11836725,Roberto,,Mellieha,35.95675,14.3641,Entire home/apt,50,2,28,1,2020-03-03,7,365
10856354,"Luxury 2 BR, Villa Apart Heated indoor POOL- A/C",56233019,Antoinette,,Mellieha,35.95672,14.36723,Entire home/apt,70,4,12,0,2019-07-26,5,245
20244903,Exquisite Villa overlooking pool & citrus gardens,12768985,Charlie,,Mellieha,35.95849,14.36801,Entire home/apt,93,7,6,0,2019-09-23,2,304
42236608,Caravan - in the Sun for family and kid/s,334992295,Carmen,,Mellieha,35.95623,14.3734,Entire home/apt,32,3,1,1,2020-08-21,3,180
40101272,"Superb Luxury Villa, Private Pool sleeps 18",251492241,Margaret,,Mellieha,35.95739,14.36626,Entire home/apt,295,7,0,0,,9,214
17979245,Modern and spacious villa apartment with pool,28100947,Lorna,,Mellieha,35.95946,14.36767,Entire home/apt,98,4,3,1,2020-05-19,7,82
34195512,Tal-Grazzja Luxury Accomodation,258130850,Paul,,Mellieha,35.95758,14.36082,Entire home/apt,250,5,0,0,,1,89
6817985,Luxury accomodation in Mellieha,18140261,Mellieha Views,,Mellieha,35.95354,14.36868,Entire home/apt,50,3,36,0,2018-10-04,1,32
33134487,Luxury Penthouse 5,249454819,Josianne,,Mellieha,35.95558,14.36904,Entire home/apt,100,5,5,1,2020-03-05,2,36
16649063,"Villa Desiderata 2 bedroom sleep 4-6, WiFi; A/C",26828737,David,,Mellieha,35.96137,14.37224,Entire home/apt,82,3,21,4,2020-10-09,10,344
46408351,"""The GRAND XL Villa"" An 8Br, SLPS 20 Sunny Villa ☀️",222527557,360 Estates,,Mellieha,35.95886,14.36469,Entire home/apt,800,3,0,0,,109,364
41859269,PARADISO 888 SANTA MARIA ESTATE,307168780,Blue,,Mellieha,35.95485,14.36564,Entire home/apt,116,1,0,0,,15,365
45494936,"""Villa Sensation"" A beautiful 2Br house with pool☀️",222527557,360 Estates,,Mellieha,35.9611,14.36758,Entire home/apt,400,4,0,0,,109,336
19132592,Unique Mellieha 2 Bed Property with a Private Pool,132469547,Saviour,,Mellieha,35.96165,14.37224,Entire home/apt,105,7,7,0,2019-05-17,7,365
19132022,Stunning Mellieha Studio with Private Jacuzzi !,132469547,Saviour,,Mellieha,35.96018,14.37279,Entire home/apt,55,7,13,0,2019-10-13,7,365
46390562,"""THE LUXURY"" A Villa with IN/OUTDOOR Pool + Views",222527557,360 Estates,,Mellieha,35.96155,14.36782,Entire home/apt,600,3,0,0,,109,364
20430948,"Spacious home with a view, Mellieha",14147398,Angele,,Mellieha,35.96042,14.3632,Entire home/apt,75,6,0,0,,1,179
22671054,Cosy and stylish home,11693884,Elaine,,Mellieha,35.95717,14.36552,Entire home/apt,80,3,63,3,2020-08-13,1,12
3745949,The Haven is within Reach,18711286,Seraphim,,Mellieha,35.95789,14.37075,Entire home/apt,140,5,6,1,2020-11-11,1,328
42212922,Caravan surrounded in nature -,334992295,Carmen,,Mellieha,35.9573,14.37436,Entire home/apt,24,3,1,1,2020-09-30,3,365
9159549,Fabulous Private villa with sun drenched pool.,18148254,Karen,,Mellieha,35.96047,14.36841,Entire home/apt,270,3,9,1,2020-08-08,4,321
38943377,"Superb Villa 3, inviting pool and spacious terrace",251492241,Margaret,,Mellieha,35.9576,14.36665,Entire home/apt,78,7,4,4,2020-09-23,9,246
46390816,Summer Breeze apartment with Panoramic terrace,1419619,GetawaysMalta,,Mellieha,35.95279,14.3686,Entire home/apt,172,3,0,0,,61,364
26299602,Villa Apartment with private pool,99510099,Sandra,,Mellieha,35.96082,14.37121,Entire home/apt,95,3,12,5,2020-10-26,5,303
19978522,Amazing Family Villa with indoor and outdoor pool,1774894,Short Lets Malta,,Mellieha,35.96024,14.36839,Entire home/apt,471,7,10,0,2019-03-17,126,365
18285023,Juneville 1 bedroom apartment with pool,28100947,Lorna,,Mellieha,35.96087,14.37121,Entire home/apt,55,5,0,0,,7,301
33105914,"PRHolidays Luxurious Villa with private pool, bbq.",52852383,Peter,,Mellieha,35.96165,14.37156,Entire home/apt,450,5,11,0,2020-01-20,2,215
18991711,Villa Apartment With Private Pool - Relaxation,132469547,Saviour,,Mellieha,35.96145,14.37108,Entire home/apt,176,4,4,0,2019-08-25,7,365
18260860,Juneville 2 bedroom property with pool,28100947,Lorna,,Mellieha,35.96044,14.37111,Entire home/apt,80,7,0,0,,7,295
43982903,The Jungle House with Pool<3,51799224,Dorian,,Mellieha,35.95898,14.36902,Entire home/apt,120,5,0,0,,2,229
24401561,VILLA 10 guests Elite Santa Maria Estate Mellieha,87572102,Charlene,,Mellieha,35.95548,14.37061,Entire home/apt,135,6,6,0,2019-08-21,2,327
44884250,The Terrace Apartment,362734841,Mary,,Mellieha,35.95829,14.3707,Entire home/apt,53,2,1,1,2020-09-21,1,152
7524799,Tranquil Villa Apartments Units Mellieha own patio,39347223,Joseph,,Mellieha,35.95943,14.37123,Entire home/apt,55,5,44,2,2020-08-30,15,334
10873263,"Luxury 3 Bed Villa Apt, Heated Indoor POOL, A/C",56233019,Antoinette,,Mellieha,35.95729,14.36636,Entire home/apt,85,5,34,5,2020-11-01,5,260
42707550,The Villa Apartments,299239706,Nicola,,Mellieha,35.95724,14.3722,Entire home/apt,125,3,0,0,,1,365
43796894,Summer Breeze Penthouse with Hot Tub,199655806,GetawaysMalta Neville,,Mellieha,35.9531,14.36682,Entire home/apt,89,5,1,1,2020-08-15,36,364
15175962,Penthouse NEW 2 bedroom Seaview 50 mts  from beach,65105193,Karl,,Mellieha,35.96569,14.3568,Entire home/apt,51,2,81,3,2021-01-01,1,269
34824497,Home away from home apartment (3)  !,248575173,Martha,,Mellieha,35.9597,14.37134,Entire home/apt,65,5,5,0,2019-12-26,2,274
46461485,"""THE HIGH END"" A 4Br Villa with IN/OUTDOOR Pool ☀️",222527557,360 Estates,,Mellieha,35.96048,14.36857,Entire home/apt,600,4,0,0,,109,364
14702146,Modern Apartment with Sea View! Mellieha,91434231,My House,,Mellieha,35.96681,14.36003,Entire home/apt,89,5,6,0,2019-09-06,1,362
35542437,Modern Mellieha apartment with sea views,29923996,Mellieha,,Mellieha,35.96385,14.36282,Entire home/apt,60,5,21,8,2020-10-24,1,90
42261135,One Bedroom Apartment,335562818,Kyle,,Mellieha,35.96483,14.36015,Entire home/apt,67,1,2,2,2021-01-01,4,364
33877177,Modern 2 bedroom apartment with amazing sea views,13863636,Edward,,Mellieha,35.96678,14.36282,Entire home/apt,50,6,19,2,2020-10-22,1,242
2259917,"Mellieha 200m to Sandy coves, AC, Seaviews, Wifi.",10158169,Sheila,,Mellieha,35.96621,14.36048,Entire home/apt,65,7,69,6,2020-11-30,3,62
19329597,Newly built and furnished modern apartment,12316538,Chiara,,Mellieha,35.95987,14.3645,Entire home/apt,100,3,11,0,2019-08-13,1,51
1605518,Amazing views....seafront apartment,6464928,Jacqui,,Mellieha,35.96721,14.39431,Entire home/apt,31,3,52,1,2020-03-06,4,352
24771715,"Luxury Tas Sellum 3 bedroom, 3 bath, Seaview, Pool",147863902,Brian,,Mellieha,35.96541,14.36503,Entire home/apt,100,4,27,2,2020-09-23,2,288
22998542,Amazing view of Ghadira Mellieha Bay,47711924,Michael,,Mellieha,35.96661,14.35734,Entire home/apt,100,3,9,0,2020-01-04,2,178
27184055,Mellieha/Ghadira apartment,204403673,Gabriella Christine,,Mellieha,35.96593,14.35985,Entire home/apt,40,3,33,1,2020-08-27,1,33
23496745,New 3 bedroom apartment in Mellieha,175451220,Emma,,Mellieha,35.95741,14.36288,Entire home/apt,110,4,38,2,2020-08-17,1,365
28404559,Mellieha Mainsonette,214435527,Georgianne,,Mellieha,35.9554,14.36206,Entire home/apt,100,3,1,0,2019-03-27,1,179
45493843,"""Villa Sunshine"" A beautiful 3Br house with pool ☀️",222527557,360 Estates,,Mellieha,35.96203,14.36911,Entire home/apt,400,1,0,0,,109,330
1877423,Flat 3mins away from the sea,7504845,Eleonora,,Mellieha,35.96562,14.35944,Entire home/apt,50,3,3,0,2017-08-11,3,365
37312878,Stunning Exclusive Seafront Villa,190096053,Natasha,,Mellieha,35.96754,14.3712,Entire home/apt,2500,14,0,0,,1,358
44603579,Lovely private double bedroom,297160698,Jovana,,Mellieha,35.9564,14.37426,Private room,23,2,5,5,2020-09-27,2,180
44607651,Cosy and colorful one bedroom,297160698,Jovana,,Mellieha,35.9557,14.37198,Private room,15,2,7,7,2020-10-18,2,178
8058542,Villa 2 bedroom apartment,31652475,Alison,,Mellieha,35.95925,14.3709,Entire home/apt,58,5,45,5,2021-01-06,6,298
7550413,Tranquil Villa Apartments Units Mellieha own patio,39347223,Joseph,,Mellieha,35.95939,14.37121,Private room,85,5,18,0,2019-09-23,15,292
41446097,New 2 bedroom 2 bathroom apartment in Mellieha.,325591183,Peter,,Mellieha,35.96423,14.36232,Entire home/apt,60,2,7,7,2020-09-27,1,180
27108280,Bonny Apartment: Getaway close to the Beach!,71996467,Jolanda,,Mellieha,35.96472,14.36144,Entire home/apt,90,2,20,0,2019-10-12,2,31
14353038,"Apt 2 @ Halfway Inn, Mellieha",83292719,Joseph,,Mellieha,35.96402,14.36122,Entire home/apt,65,3,27,1,2020-08-19,4,92
19195464,Sea Spray Penthouse,88349969,Sabrina,,Mellieha,35.96572,14.36016,Entire home/apt,75,3,38,2,2020-09-21,1,343
30149018,"Mellieha 1 Bedroom, Bright and Cosy - sleeps 3",50643262,Henri,,Mellieha,35.96576,14.35918,Entire home/apt,39,2,7,1,2020-08-07,5,362
14052403,"Modern, charming apartment in Mellieha with pool",3528888,Casa Rooms,,Mellieha,35.96544,14.36576,Entire home/apt,100,3,11,0,2017-10-20,32,0
46256378,Penthouse close to beach,278475862,Lillian,,Mellieha,35.96455,14.35848,Entire home/apt,50,7,0,0,,2,354
31253018,SEA VIEWS: Lovely 2 Bed Apartment Near Beach,93952322,Thomas,,Mellieha,35.96557,14.36163,Entire home/apt,59,3,16,4,2020-08-27,17,212
22682154,Pelican Court (Sea Views),167170095,Bernard,,Mellieha,35.96579,14.36129,Entire home/apt,35,3,9,2,2020-02-25,1,146
28092731,Villa Idle Rocks,120879771,Leonard,,Mellieha,35.96475,14.37115,Entire home/apt,500,14,0,0,,2,365
1387274,Fully equipped apartment near the sea,7504845,Eleonora,,Mellieha,35.96603,14.35977,Entire home/apt,65,3,32,0,2019-08-08,3,364
13266395,"Tas Sellum, sea view",74722390,Marjukka,,Mellieha,35.967,14.36554,Entire home/apt,186,1,0,0,,2,83
35015446,Apartment on tranquil beach of Mellieha,263805850,Robert,,Mellieha,35.96553,14.36121,Entire home/apt,59,3,14,0,2020-01-06,1,87
42788302,Double bedroom in Charming Villa with pool,340751844,Cat,,Mellieha,35.96064,14.37201,Private room,70,3,0,0,,2,365
6100999,Studio 1 bedroom with shared pool,31652475,Alison,,Mellieha,35.96013,14.36896,Private room,35,5,15,0,2019-09-27,6,334
14416493,"Villa Terrace Apartment, WIFI/AC, private parking.",87572102,Charlene,,Mellieha,35.95584,14.37137,Entire home/apt,45,5,16,2,2020-08-15,2,354
42784661,Large en-suite room in charming villa with pool,340751844,Cat,,Mellieha,35.96096,14.37336,Private room,85,3,0,0,,2,365
1435224,Villa Narcis 2 bedroom villa with own private pool,7103765,Janice,,Mellieha,35.96134,14.368,Entire home/apt,168,4,5,0,2019-11-27,6,337
32913528,Sunny Modern Apartment,247626573,Mario,,Mellieha,35.95405,14.36889,Entire home/apt,70,3,18,2,2020-08-08,2,357
16802164,"Villa Desiderata 1 Bedroom  Pool, Views ,WiFi & AC",26828737,David,,Mellieha,35.96132,14.37132,Entire home/apt,46,4,12,0,2019-11-12,10,329
34560295,Superb Villa 1 inviting and spacious pool and deck,251492241,Margaret,,Mellieha,35.95871,14.36801,Entire home/apt,50,7,3,3,2020-09-20,9,268
28630342,Modern Romantic  apartment,160710093,Frankie,,Mellieha,35.96576,14.36008,Entire home/apt,130,5,0,0,,4,0
29914892,Mellieha House with View,219656917,Mark,,Mellieha,35.95785,14.36146,Entire home/apt,100,3,1,0,2019-01-17,1,0
11413732,Luxury Villa with Indoor and Outdoor pool,59920890,Stephanie,,Mellieha,35.95958,14.36718,Entire home/apt,280,7,14,2,2020-08-15,1,304
42058047,Summer Breeze Comfort Apartment,1419619,GetawaysMalta,,Mellieha,35.95368,14.36741,Entire home/apt,139,3,0,0,,61,336
47901309,Summer Breeze Penthouse with panoramic terrace,199655806,GetawaysMalta Neville,,Mellieha,35.95368,14.36741,Entire home/apt,82,5,0,0,,36,364
22576743,"Mellieħa Malta
  Penthouse Apartment with sea view",165960383,Maria,,Mellieha,35.95671,14.3631,Entire home/apt,100,3,7,0,2019-08-16,2,304
38542674,"Apartment with Pool ,Sea views from Pool area",14436895,Jean Pierre,,Mellieha,35.95979,14.36579,Entire home/apt,95,7,0,0,,12,348
40432540,Narcis,273285943,James Villa Holidays,,Mellieha,35.96157,14.36758,Entire home/apt,240,1,0,0,,14,298
7566537,Breathtaking Sea View Apartments in Mellieha,39347223,Joseph,,Mellieha,35.95979,14.36579,Entire home/apt,75,5,19,0,2018-09-28,15,303
10875516,"Large Villa -Private Heated Indoor Pool/A/C. BBQ,",56233019,Antoinette,,Mellieha,35.95874,14.36603,Entire home/apt,265,6,5,0,2020-01-11,5,272
17956122,Large & Bright Apartment with Pool,28100947,Lorna,,Mellieha,35.95783,14.36757,Entire home/apt,90,7,3,0,2018-04-30,7,89
17818233,Mandalay Holiday Apartment - Central Mellieha,62916393,Bernard,,Mellieha,35.95594,14.36282,Entire home/apt,35,4,13,1,2020-03-02,2,232
31682811,A modern and new  place  with sea view,237574473,Nilda,,Mellieha,35.96688,14.36185,Entire home/apt,82,2,5,1,2020-09-09,1,327
14181481,"Apt 3 @ Halfway Inn, Mellieha",83292719,Joseph,,Mellieha,35.9621,14.36125,Entire home/apt,75,3,23,3,2020-08-21,4,87
30724102,Cozy room with a private bathroom close to sea,227415707,Milica,,Mellieha,35.95705,14.36435,Private room,35,1,17,0,2019-09-16,1,0
29867064,2 bedroom apartment...stunning views,224609168,Nico,,Mellieha,35.96445,14.36414,Entire home/apt,117,3,30,6,2020-10-21,1,177
19756798,A terraced flat enjoying sunset views + Free WiFi,139395267,Peter,,Mellieha,35.96592,14.36107,Entire home/apt,40,7,13,0,2019-10-15,1,144
7320252,Luxury Villa with Pool Malta - Villa The Palms.,37999028,Annabel,,Mellieha,35.96121,14.36597,Entire home/apt,339,5,30,1,2020-02-24,2,307
8199828,Holiday Villa - Stylish and Private,43248140,Fiona,,Mellieha,35.96172,14.36725,Entire home/apt,565,5,6,0,2019-07-21,1,310
17965149,Seaview 3 bedroom apt with pool,28100947,Lorna,,Mellieha,35.95911,14.36692,Entire home/apt,157,7,7,1,2020-07-25,7,258
31531216,Fabulous Spacious Private detached  villa.,18148254,Karen,,Mellieha,35.96183,14.36781,Entire home/apt,270,3,2,1,2020-09-06,4,322
40196822,Sea View Studio,178395816,Jean Pierre,,Mellieha,35.93444,14.34554,Private room,120,7,0,0,,1,0
21971913,Islands View Apartment,160417208,Maria,,Mellieha,35.95675,14.36419,Entire home/apt,51,2,6,0,2019-08-13,1,363
21172568,Seaview Apartment 5min walk away from Mellieha Bay,152846721,Janice & Liz,,Mellieha,35.96538,14.36059,Entire home/apt,45,4,46,2,2020-09-24,1,121
37202430,Modern Captivating Enchanting apartment.,160710093,Frankie,,Mellieha,35.96516,14.36116,Entire home/apt,130,4,0,0,,4,364
14051925,"A lovely spacious seaside  apartment, valley views",84278924,Moira,,Mellieha,35.96666,14.36069,Entire home/apt,90,4,61,2,2020-08-27,1,362
33926038,Mellieha Central Apartment 3 bedroom,256181909,Carl,,Mellieha,35.96015,14.36013,Entire home/apt,45,3,7,0,2019-10-25,1,0
8757744,Mellieha. Beautiful villa with fabulous sea views,44944059,Veronica,,Mellieha,35.96566,14.37106,Entire home/apt,150,3,86,7,2020-10-31,1,299
20435437,Luxury apartment with pool and open sea views,141159273,Joanna,,Mellieha,35.9655,14.36378,Entire home/apt,50,4,30,2,2020-09-05,2,341
18496711,Sea view penthouse in Mellieha,50666669,Susan,,Mellieha,35.96542,14.36298,Entire home/apt,75,4,71,12,2020-12-26,1,358
20048194,Mgarr licensed 2 bedroom apartment,142425936,Rita,,Mgarr,35.9199,14.36566,Entire home/apt,35,1,70,3,2020-08-09,3,31
18342549,"Beautiful apartments, unobstructed country views",126924723,Susanne,,Mgarr,35.9198,14.36385,Entire home/apt,80,4,53,4,2020-10-25,8,54
9465641,Large apartment in village centre,28792313,Stephanie Ghio,,Mgarr,35.92065,14.36611,Entire home/apt,48,4,107,4,2020-09-29,5,323
5984408,Spacious apartment - Village centre,28792313,Stephanie Ghio,,Mgarr,35.92065,14.36611,Entire home/apt,45,4,81,1,2020-07-23,5,322
18855723,Romantic Getaway! Bringing the outdoors inside!,126924723,Susanne,,Mgarr,35.91923,14.36137,Entire home/apt,75,4,50,3,2020-09-19,8,130
23407070,3 bedroom apartment near beaches,93819512,Leanne,,Mgarr,35.91932,14.36396,Entire home/apt,32,1,61,19,2021-01-10,4,219
16161860,Four Bedroom Apartment - Sea views,105489187,Joe,,Mellieha,35.96074,14.36415,Entire home/apt,70,3,85,0,2020-01-02,1,0
3709235,Mgarr n/r golden sands duplex no3,1803880,Ian,,Mgarr,35.92251,14.36489,Entire home/apt,135,4,34,0,2019-11-24,7,278
22009220,Seaview stunning penthouse with panoramic seaviews,160714893,Roberta,,Mellieha,35.96599,14.36039,Entire home/apt,130,5,4,1,2020-08-10,1,365
19489427,"The Horizon 1 bedroom apartment WiFi , Pool .ii.",26828737,David,,Mellieha,35.96338,14.36651,Entire home/apt,75,4,12,0,2019-08-04,10,365
39617739,"Flat 16, Veduta Hills Complex",37389254,Jeremy,,Naxxar,35.93946,14.45546,Entire home/apt,40,3,2,0,2020-01-04,4,179
40590285,Stunning Sea View Penthouse with Sunny Terrace,70137144,Tim,,Naxxar,35.94388,14.42836,Entire home/apt,40,2,8,8,2020-10-07,2,352
32158564,D View 4 You /  2 Bedroom Villa Apartment,240566148,D View 4 You,,Mellieha,35.96185,14.3668,Entire home/apt,148,3,3,0,2019-08-13,3,0
33469616,D View 4 You /  2 Bedroom Villa Apartment #2,240566148,D View 4 You,,Mellieha,35.95996,14.36543,Entire home/apt,140,3,5,0,2019-06-27,3,0
33522728,Mellieha apartment at Ghadira beach & country view,164236778,Josef,,Mellieha,35.96687,14.35845,Entire home/apt,55,4,24,3,2020-10-26,1,0
44403452,Villa Apt newly done with Pool and Tennis Court(2),155749971,Ivi,,Naxxar,35.93342,14.46037,Entire home/apt,75,2,0,0,,2,364
47246284,Mgarr Large Top floor Apartment,28524621,Malcolm,,Mgarr,35.91897,14.36943,Entire home/apt,55,1,0,0,,2,90
6083345,6pers L-mgarr close to golden snds,1803880,Ian,,Mgarr,35.92114,14.366,Entire home/apt,150,5,2,0,2019-08-17,7,276
39391734,Radisson Blu Golden Sands. One bedroom apartment.,265444933,Mary,,Mellieha,35.93457,14.34517,Entire home/apt,85,5,0,0,,3,0
14368521,Ultimate luxury and comfort with sea views.,15669084,Anna,,Mellieha,35.93458,14.34398,Entire home/apt,450,1,0,0,,3,0
20409434,* Mellieha's Finest *,82520434,Lillian,,Mellieha,35.95624,14.37059,Entire home/apt,25,4,12,5,2020-09-21,1,0
26418661,Gnejna Lodge,100159555,Alexander,,Mgarr,35.91553,14.35549,Entire home/apt,75,2,6,0,2019-09-06,1,276
7191923,Brand new Country Villa with open country views,2832053,Rudolph,,Mgarr,35.92692,14.37885,Entire home/apt,329,2,13,1,2020-09-22,1,89
650386,Saveria-300yr old house in historic part of Naxxar,856113,MaltaVillageHolidays,,Naxxar,35.91522,14.44202,Entire home/apt,59,3,130,5,2021-01-02,5,350
34162857,casa fortunata,257325072,Josette,,Naxxar,35.92196,14.44304,Entire home/apt,250,7,4,0,2020-01-05,1,269
38600578,Sandy Waters 13,231088808,Damiano,,Mellieha,35.96591,14.35485,Entire home/apt,268,2,0,0,,5,0
4443346,Mellieha 2BRApt w/ terrace metres fm sandy beach,12419745,Christine,,Mellieha,35.96659,14.36055,Entire home/apt,120,5,7,0,2020-01-05,1,121
16750966,Three Bedroomed Ground Floor apartment in Mgarr,82121625,Michelle,,Mgarr,35.92025,14.37496,Entire home/apt,65,2,18,0,2019-11-04,1,338
5390312,Tal Magna - Villa/Farmhouse with Pool,22195283,Paul - HolidayLetsMaltaGozo,,Mgarr,35.92869,14.36429,Entire home/apt,244,5,4,0,2019-08-26,25,201
18381176,"Luxury, style and a quiet location",126924723,Susanne,,Mgarr,35.91776,14.36439,Entire home/apt,71,4,35,1,2020-08-06,8,34
1277993,"Lovely Countryside Apartment, Mgarr",6711794,Gloria,,Mgarr,35.9182,14.38514,Private room,45,1,58,0,2019-05-22,10,352
40083983,Secco's seaview accommodation&experience for group,1683514,Mattia,,Mgarr,35.93455,14.37182,Entire home/apt,200,4,0,0,,5,179
44304695,Cosy Bright Spacious Apartment,139045132,Jennifer,,Naxxar,35.93662,14.45373,Entire home/apt,35,30,0,0,,1,365
46133343,Spacious room with walk-in wardobe and ensuite,20033889,Andrew And Luisa,,Naxxar,35.93397,14.45872,Private room,60,1,0,0,,2,132
26942532,Bingemma Paradise Farmhouse in the heart of Nature,202721853,Frank,,Mgarr,35.90278,14.37735,Entire home/apt,300,4,10,0,2019-11-18,2,0
34393798,G1 Luxury Penthouse close to Golden Bay,252333802,Karol,,Mgarr,35.91757,14.36634,Entire home/apt,35,2,29,5,2020-03-07,2,0
18358064,"Fantastic views, new, quiet, tasteful, luxurious",126924723,Susanne,,Mgarr,35.91765,14.36536,Entire home/apt,78,4,41,4,2020-10-11,8,64
17741618,"Ta' Kolina Boutique  Suite, Mgarr",121021567,Nicky,,Mgarr,35.9203,14.36543,Private room,50,2,40,1,2020-07-31,1,364
